vehicle_id,vehicle_type,make_id,make_name,make_type,model_year,vehicle_desc,color,date_stolen,location_id,region,country,population,density
3919,Saloon,548,Holden,Standard,2004,COMMODORE,Black,10/16/2021,103,Waikato,New Zealand,513800,21.5
3920,Saloon,507,Audi,Standard,2007,A8,White,1/10/2022,104,Bay of Plenty,New Zealand,347700,28.8
3921,Saloon,610,Subaru,Standard,2010,LEGACY,Black,12/11/2021,105,Gisborne,New Zealand,52100,6.21
3922,Saloon,610,Subaru,Standard,2000,LEGACY,Black,2/19/2022,104,Bay of Plenty,New Zealand,347700,28.8
3923,Saloon,550,Honda,Standard,2012,ACCORD,Black,3/16/2022,114,Canterbury,New Zealand,655000,14.72
3924,Saloon,540,Ford,Standard,2007,FALCON,Silver,1/22/2022,114,Canterbury,New Zealand,655000,14.72
3925,Stationwagon,587,Nissan,Standard,1996,REGULUS,Black,12/18/2021,103,Waikato,New Zealand,513800,21.5
3926,Stationwagon,587,Nissan,Standard,1996,REGULUS,Black,12/31/2021,103,Waikato,New Zealand,513800,21.5
3927,Hatchback,619,Toyota,Standard,2016,AQUA,Silver,3/18/2022,103,Waikato,New Zealand,513800,21.5
3928,Stationwagon,619,Toyota,Standard,1993,HILUX,Red,3/12/2022,106,Hawke's Bay,New Zealand,182700,12.92
3929,Stationwagon,619,Toyota,Standard,1996,HILUX,Green,11/7/2021,102,Auckland,New Zealand,1695200,343.09
3930,Stationwagon,619,Toyota,Standard,1996,HILUX,Green,11/10/2021,102,Auckland,New Zealand,1695200,343.09
3931,Stationwagon,619,Toyota,Standard,2010,VANGUARD,Grey,4/3/2022,102,Auckland,New Zealand,1695200,343.09
3932,Utility,619,Toyota,Standard,2021,HILUX,Blue,3/16/2022,102,Auckland,New Zealand,1695200,343.09
3933,Saloon,550,Honda,Standard,2015,ACCORD,Silver,1/23/2022,103,Waikato,New Zealand,513800,21.5
3934,Stationwagon,610,Subaru,Standard,2007,LEGACY,White,3/31/2022,102,Auckland,New Zealand,1695200,343.09
3935,Saloon,610,Subaru,Standard,1999,LEGACY,Purple,12/28/2021,106,Hawke's Bay,New Zealand,182700,12.92
3936,Saloon,587,Nissan,Standard,2007,FUGA,Black,3/15/2022,102,Auckland,New Zealand,1695200,343.09
3937,Utility,540,Ford,Standard,2021,RANGER,White,3/15/2022,102,Auckland,New Zealand,1695200,343.09
3938,Utility,556,Isuzu,Standard,2016,D-MAX,Black,11/3/2021,115,Otago,New Zealand,246000,7.89
3939,Stationwagon,619,Toyota,Standard,2004,WISH,Blue,12/25/2021,103,Waikato,New Zealand,513800,21.5
3940,Hatchback,619,Toyota,Standard,2012,AQUA,Blue,3/4/2022,102,Auckland,New Zealand,1695200,343.09
3941,Utility,587,Nissan,Standard,2021,NAVARA,White,12/21/2021,102,Auckland,New Zealand,1695200,343.09
3942,Utility,587,Nissan,Standard,2021,NAVARA,Red,3/12/2022,102,Auckland,New Zealand,1695200,343.09
3943,Hatchback,619,Toyota,Standard,1988,COROLLA XL,Blue,3/29/2022,114,Canterbury,New Zealand,655000,14.72
3944,Stationwagon,619,Toyota,Standard,2005,ESTIMA,Silver,4/2/2022,102,Auckland,New Zealand,1695200,343.09
3945,Stationwagon,512,BMW,Luxury,2006,X5,White,3/26/2022,102,Auckland,New Zealand,1695200,343.09
3946,Saloon,550,Honda,Standard,2012,ACCORD,Grey,4/5/2022,108,Manawatū-Whanganui,New Zealand,258200,11.62
3947,Stationwagon,507,Audi,Standard,2006,S4,Grey,2/7/2022,103,Waikato,New Zealand,513800,21.5
3948,Hatchback,576,Mazda,Standard,2000,FAMILIA,White,2/2/2022,102,Auckland,New Zealand,1695200,343.09
3949,Saloon,550,Honda,Standard,2007,ACCORD,Grey,11/30/2021,103,Waikato,New Zealand,513800,21.5
3950,Stationwagon,619,Toyota,Standard,2009,AVENSIS,Black,1/10/2022,114,Canterbury,New Zealand,655000,14.72
3951,Saloon,512,BMW,Luxury,2007,650I,Black,1/29/2022,108,Manawatū-Whanganui,New Zealand,258200,11.62
3952,Saloon,619,Toyota,Standard,1996,CYNOS,Blue,1/1/2022,102,Auckland,New Zealand,1695200,343.09
3953,Utility,576,Mazda,Standard,2002,BOUNTY,White,2/1/2022,109,Wellington,New Zealand,543500,67.52
3954,Saloon,587,Nissan,Standard,2008,SKYLINE,Black,3/25/2022,102,Auckland,New Zealand,1695200,343.09
3955,Hatchback,587,Nissan,Standard,2006,TIIDA,Gold,1/7/2022,102,Auckland,New Zealand,1695200,343.09
3956,Hatchback,587,Nissan,Standard,2015,MARCH,Silver,4/3/2022,102,Auckland,New Zealand,1695200,343.09
3957,Hatchback,619,Toyota,Standard,2021,COROLLA,White,4/5/2022,109,Wellington,New Zealand,543500,67.52
3958,Hatchback,619,Toyota,Standard,2021,COROLLA,White,2/1/2022,102,Auckland,New Zealand,1695200,343.09
3959,Stationwagon,568,Land Rover,Luxury,2013,RANGE ROVER,Black,2/28/2022,114,Canterbury,New Zealand,655000,14.72
3960,Saloon,548,Holden,Standard,2007,COMMODORE,Grey,12/18/2021,102,Auckland,New Zealand,1695200,343.09
3961,Saloon,576,Mazda,Standard,2005,AXELA,Blue,3/4/2022,114,Canterbury,New Zealand,655000,14.72
3962,Hatchback,576,Mazda,Standard,2007,AXELA,Red,3/31/2022,101,Northland,New Zealand,201500,16.11
3963,Mobile Home - Light,587,Nissan,Standard,1991,CIVILIAN,Blue,12/3/2021,114,Canterbury,New Zealand,655000,14.72
3964,Hatchback,619,Toyota,Standard,2014,AQUA,Silver,1/26/2022,103,Waikato,New Zealand,513800,21.5
3965,Saloon,540,Ford,Standard,2000,LASER,Red,3/5/2022,104,Bay of Plenty,New Zealand,347700,28.8
3966,Hatchback,512,BMW,Luxury,2010,MINI,White,3/30/2022,102,Auckland,New Zealand,1695200,343.09
3967,Saloon,512,BMW,Luxury,2001,320I,Red,2/26/2022,107,Taranaki,New Zealand,127300,17.55
3968,Light Van,540,Ford,Standard,1988,COURIER XLT,White,1/25/2022,109,Wellington,New Zealand,543500,67.52
3969,Sports Car,507,Audi,Standard,2014,RS5,Grey,3/27/2022,102,Auckland,New Zealand,1695200,343.09
3970,Hatchback,619,Toyota,Standard,2016,AQUA,Grey,3/1/2022,102,Auckland,New Zealand,1695200,343.09
3971,Hatchback,578,MG,Standard,2021,3,Yellow,1/16/2022,102,Auckland,New Zealand,1695200,343.09
3972,Stationwagon,550,Honda,Standard,2012,CRV,White,4/4/2022,109,Wellington,New Zealand,543500,67.52
3973,Hatchback,619,Toyota,Standard,2014,AQUA,White,4/3/2022,102,Auckland,New Zealand,1695200,343.09
3974,Saloon,576,Mazda,Standard,2005,ATENZA,Black,3/12/2022,104,Bay of Plenty,New Zealand,347700,28.8
3975,Saloon,619,Toyota,Standard,2007,MARKX,Black,2/3/2022,102,Auckland,New Zealand,1695200,343.09
3976,Utility,540,Ford,Standard,2016,RANGER,White,2/19/2022,102,Auckland,New Zealand,1695200,343.09
3977,Hatchback,619,Toyota,Standard,2014,AQUA,Silver,1/23/2022,102,Auckland,New Zealand,1695200,343.09
3978,Hatchback,619,Toyota,Standard,2015,AQUA,White,3/31/2022,102,Auckland,New Zealand,1695200,343.09
3979,Stationwagon,580,Mitsubishi,Standard,2022,OUTLANDER,Black,1/26/2022,102,Auckland,New Zealand,1695200,343.09
3980,Hatchback,619,Toyota,Standard,2007,PRIUS,Blue,1/13/2022,104,Bay of Plenty,New Zealand,347700,28.8
3981,Trailer,595,Pinto,Standard,1992,ECONOMY,Black,12/18/2021,102,Auckland,New Zealand,1695200,343.09
3982,Convertible,539,Ferrari,Luxury,1993,348 SP,Yellow,10/21/2021,102,Auckland,New Zealand,1695200,343.09
3983,Trailer,549,Homebuilt,Standard,1993,COBRA,Blue,1/23/2022,108,Manawatū-Whanganui,New Zealand,258200,11.62
3984,Boat Trailer,623,Trailer,Standard,1981,LOCAL,Grey,1/19/2022,103,Waikato,New Zealand,513800,21.5
3985,Stationwagon,578,MG,Standard,2021,HS,Black,3/16/2022,102,Auckland,New Zealand,1695200,343.09
3986,Saloon,580,Mitsubishi,Standard,1980,LANCER,White,11/29/2021,114,Canterbury,New Zealand,655000,14.72
3987,Sports Car,577,Mercedes-Benz,Luxury,2014,CLA180,Silver,3/12/2022,102,Auckland,New Zealand,1695200,343.09
3988,Flat Deck Truck,619,Toyota,Standard,1989,HILUX 2.0,White,11/17/2021,105,Gisborne,New Zealand,52100,6.21
3989,Utility,580,Mitsubishi,Standard,1989,L200 D/CAB,Grey,3/29/2022,114,Canterbury,New Zealand,655000,14.72
3990,Saloon,619,Toyota,Standard,1989,COROLLA,Red,11/27/2021,102,Auckland,New Zealand,1695200,343.09
3991,Stationwagon,619,Toyota,Standard,1998,HILUX,Silver,3/24/2022,114,Canterbury,New Zealand,655000,14.72
3992,Utility,540,Ford,Standard,1990,COURIER 4 X 4,Silver,1/5/2022,104,Bay of Plenty,New Zealand,347700,28.8
3993,Utility,556,Isuzu,Standard,1990,SPACE CAB,White,1/10/2022,114,Canterbury,New Zealand,655000,14.72
3994,Utility,580,Mitsubishi,Standard,1990,L200 SPORT D/CAB,Gold,11/2/2021,109,Wellington,New Zealand,543500,67.52
3995,Caravan,504,Anglo,Standard,1973,CARAVAN,Orange,12/15/2021,106,Hawke's Bay,New Zealand,182700,12.92
3996,Trailer,623,Trailer,Standard,2010,HALCROW,White,12/1/2021,109,Wellington,New Zealand,543500,67.52
3997,Trailer,623,Trailer,Standard,1998,HOMEBUILT,Blue,10/16/2021,102,Auckland,New Zealand,1695200,343.09
3998,Trailer,623,Trailer,Standard,2009,DAYTECH,Blue,12/22/2021,101,Northland,New Zealand,201500,16.11
3999,Boat Trailer,623,Trailer,Standard,1999,VOYAGER,Grey,2/1/2022,102,Auckland,New Zealand,1695200,343.09
4000,Caravan,519,Caravan,Standard,2005,AVONDALE,White,2/27/2022,114,Canterbury,New Zealand,655000,14.72
4001,Trailer,623,Trailer,Standard,2009,ELITE8 X 4,Silver,2/14/2022,114,Canterbury,New Zealand,655000,14.72
4002,Trailer,623,Trailer,Standard,2009,ONE,Silver,3/15/2022,115,Otago,New Zealand,246000,7.89
4003,Boat Trailer,549,Homebuilt,Standard,1993,HOSKING V17,Silver,4/4/2022,101,Northland,New Zealand,201500,16.11
4004,Trailer,595,Pinto,Standard,2010,UNBRAKED TANDEM,Silver,3/25/2022,116,Southland,New Zealand,102400,3.28
4005,Trailer,623,Trailer,Standard,2009,DOMESTIC,Silver,1/13/2022,102,Auckland,New Zealand,1695200,343.09
4006,Trailer,623,Trailer,Standard,2009,AVON,Grey,12/13/2021,102,Auckland,New Zealand,1695200,343.09
4007,Utility,580,Mitsubishi,Standard,1998,L200,Green,2/23/2022,104,Bay of Plenty,New Zealand,347700,28.8
4008,Saloon,548,Holden,Standard,2004,COMMODORE,Blue,3/21/2022,103,Waikato,New Zealand,513800,21.5
4009,Hatchback,564,Kia,Standard,1996,PRIDE,Silver,1/30/2022,102,Auckland,New Zealand,1695200,343.09
4010,Other Truck,556,Isuzu,Standard,2022,N SERIES,White,3/25/2022,115,Otago,New Zealand,246000,7.89
4011,Stationwagon,619,Toyota,Standard,2000,CAMRY,White,3/15/2022,114,Canterbury,New Zealand,655000,14.72
4012,Utility,587,Nissan,Standard,1995,NAVARA,White,2/28/2022,101,Northland,New Zealand,201500,16.11
4013,Saloon,587,Nissan,Standard,2007,SKYLINE,Black,11/21/2021,102,Auckland,New Zealand,1695200,343.09
4014,Utility,577,Mercedes-Benz,Luxury,2020,X-CLASS,Black,2/18/2022,102,Auckland,New Zealand,1695200,343.09
4015,Stationwagon,619,Toyota,Standard,2004,CALDINA,Silver,2/28/2022,114,Canterbury,New Zealand,655000,14.72
4016,Light Van,580,Mitsubishi,Standard,2012,L300,White,4/4/2022,102,Auckland,New Zealand,1695200,343.09
4017,Stationwagon,564,Kia,Standard,2022,SORENTO,Grey,3/21/2022,102,Auckland,New Zealand,1695200,343.09
4018,Other Truck,540,Ford,Standard,1991,XLT ECONOVAN,Blue,3/5/2022,106,Hawke's Bay,New Zealand,182700,12.92
4019,Saloon,550,Honda,Standard,2008,ACCORD,Grey,3/10/2022,102,Auckland,New Zealand,1695200,343.09
4020,Stationwagon,507,Audi,Standard,2015,RS4,Grey,2/9/2022,102,Auckland,New Zealand,1695200,343.09
4021,Hatchback,619,Toyota,Standard,2014,AQUA,Black,3/31/2022,102,Auckland,New Zealand,1695200,343.09
4022,Hatchback,619,Toyota,Standard,2016,AQUA,Silver,4/4/2022,102,Auckland,New Zealand,1695200,343.09
4023,Utility,587,Nissan,Standard,2022,NAVARA,Black,4/1/2022,104,Bay of Plenty,New Zealand,347700,28.8
4024,Hatchback,619,Toyota,Standard,1998,STARLET,Grey,3/2/2022,109,Wellington,New Zealand,543500,67.52
4025,Hatchback,619,Toyota,Standard,2008,RACTIS,Red,3/3/2022,102,Auckland,New Zealand,1695200,343.09
4026,Hatchback,619,Toyota,Standard,2014,AQUA,White,4/1/2022,102,Auckland,New Zealand,1695200,343.09
4027,Stationwagon,610,Subaru,Standard,2006,LEGACY,Black,11/21/2021,102,Auckland,New Zealand,1695200,343.09
4028,Saloon,548,Holden,Standard,2003,BERLINA,Silver,3/31/2022,104,Bay of Plenty,New Zealand,347700,28.8
4029,Saloon,512,BMW,Luxury,2005,323I,Blue,4/3/2022,102,Auckland,New Zealand,1695200,343.09
4030,Stationwagon,512,BMW,Luxury,2012,X5,Silver,4/2/2022,102,Auckland,New Zealand,1695200,343.09
4031,Light Van,577,Mercedes-Benz,Luxury,2018,SPRINTER,Yellow,3/22/2022,102,Auckland,New Zealand,1695200,343.09
4032,Utility,580,Mitsubishi,Standard,2014,TRITON,Silver,3/26/2022,102,Auckland,New Zealand,1695200,343.09
4033,Flat Deck Truck,556,Isuzu,Standard,1990,NKR250,White,2/19/2022,111,Nelson,New Zealand,54500,129.15
4034,Saloon,587,Nissan,Standard,1996,PRIMERA,Grey,3/21/2022,109,Wellington,New Zealand,543500,67.52
4035,Flat Deck Truck,619,Toyota,Standard,1990,HI LUX,White,1/26/2022,109,Wellington,New Zealand,543500,67.52
4036,Saloon,619,Toyota,Standard,2005,MARKX,Silver,3/25/2022,104,Bay of Plenty,New Zealand,347700,28.8
4037,Mobile Home - Light,540,Ford,Standard,1998,TRANSIT,White,1/17/2022,102,Auckland,New Zealand,1695200,343.09
4038,Saloon,548,Holden,Standard,1990,COMMODORE EXECUTIVE,Red,4/2/2022,115,Otago,New Zealand,246000,7.89
4039,Saloon,587,Nissan,Standard,1990,SENTRA,Silver,10/18/2021,108,Manawatū-Whanganui,New Zealand,258200,11.62
4040,Utility,580,Mitsubishi,Standard,1990,L200 SPORT,Grey,10/7/2021,108,Manawatū-Whanganui,New Zealand,258200,11.62
4041,Sports Car,619,Toyota,Standard,1990,COROLLA L/B MAN,White,3/30/2022,105,Gisborne,New Zealand,52100,6.21
4042,Hatchback,576,Mazda,Standard,1991,ASTINA GLX,Blue,1/30/2022,114,Canterbury,New Zealand,655000,14.72
4043,Utility,580,Mitsubishi,Standard,1991,L200,Blue,12/25/2021,109,Wellington,New Zealand,543500,67.52
4044,Saloon,580,Mitsubishi,Standard,1991,LANCER,Silver,3/2/2022,101,Northland,New Zealand,201500,16.11
4045,Other Truck,580,Mitsubishi,Standard,1991,L200,Red,11/7/2021,102,Auckland,New Zealand,1695200,343.09
4046,Stationwagon,610,Subaru,Standard,1991,LEGACY,White,4/2/2022,102,Auckland,New Zealand,1695200,343.09
4047,Utility,619,Toyota,Standard,1991,HILUX 2.4 CAB/C,Red,3/8/2022,104,Bay of Plenty,New Zealand,347700,28.8
4048,Saloon,550,Honda,Standard,1991,CIVIC 4DR LX MAN,Red,11/23/2021,109,Wellington,New Zealand,543500,67.52
4049,Light Van,540,Ford,Standard,1991,ECONOVAN LWB GLAS,Brown,12/6/2021,104,Bay of Plenty,New Zealand,347700,28.8
4050,Trailer,562,Kea,Standard,2010,K744T,Grey,4/2/2022,101,Northland,New Zealand,201500,16.11
4051,Trailer,623,Trailer,Standard,2000,LIGHT,Silver,1/29/2022,104,Bay of Plenty,New Zealand,347700,28.8
4052,Trailer,623,Trailer,Standard,2010,FACTORY BUILT,White,3/1/2022,107,Taranaki,New Zealand,127300,17.55
4053,Boat Trailer,623,Trailer,Standard,2006,BOAT,Silver,3/28/2022,104,Bay of Plenty,New Zealand,347700,28.8
4054,Trailer - Heavy,623,Trailer,Standard,2010,SULLAIR 185,Yellow,3/22/2022,103,Waikato,New Zealand,513800,21.5
4055,Trailer,562,Kea,Standard,2010,K85SAT,Silver,11/17/2021,101,Northland,New Zealand,201500,16.11
4056,Boat Trailer,618,Toko,Standard,2006,5M BOAT TRAILER,Grey,10/11/2021,115,Otago,New Zealand,246000,7.89
4057,Trailer - Heavy,623,Trailer,Standard,2010,4A TIPPER TRAILER,Green,2/16/2022,102,Auckland,New Zealand,1695200,343.09
4058,Trailer,623,Trailer,Standard,2010,TANDEM,Silver,10/18/2021,104,Bay of Plenty,New Zealand,347700,28.8
4059,Trailer,514,Briford,Standard,2010,8X4,Silver,11/14/2021,111,Nelson,New Zealand,54500,129.15
4060,Boat Trailer,549,Homebuilt,Standard,1990,BOAT TRAILER,Grey,3/20/2022,103,Waikato,New Zealand,513800,21.5
4061,Boat Trailer,623,Trailer,Standard,1997,BOAT,Grey,11/28/2021,102,Auckland,New Zealand,1695200,343.09
4062,Trailer,623,Trailer,Standard,2001,HOMEBUILT,Green,3/19/2022,114,Canterbury,New Zealand,655000,14.72
4063,Trailer,623,Trailer,Standard,2010,CLOSED IN,White,1/10/2022,102,Auckland,New Zealand,1695200,343.09
4064,Trailer,623,Trailer,Standard,2007,SHUTTLE,White,3/15/2022,107,Taranaki,New Zealand,127300,17.55
4065,Stationwagon,507,Audi,Standard,2008,Q7,Grey,10/26/2021,109,Wellington,New Zealand,543500,67.52
4066,Trailer,623,Trailer,Standard,2011,8X5 ELITE TANDEM,Silver,1/17/2022,111,Nelson,New Zealand,54500,129.15
4067,Trailer,595,Pinto,Standard,2011,BRAKED TANDEM,Silver,2/2/2022,102,Auckland,New Zealand,1695200,343.09
4068,Trailer,549,Homebuilt,Standard,2011,TRAILER,Silver,1/1/2022,111,Nelson,New Zealand,54500,129.15
4069,Boat Trailer,623,Trailer,Standard,2005,KEVIN HYDE ENG,Silver,3/8/2022,114,Canterbury,New Zealand,655000,14.72
4070,Trailer,514,Briford,Standard,2011,"8X4-6""",Silver,3/7/2022,114,Canterbury,New Zealand,655000,14.72
4071,Trailer,623,Trailer,Standard,2011,DOMESTIC TRAILER,Silver,2/21/2022,103,Waikato,New Zealand,513800,21.5
4072,Trailer,623,Trailer,Standard,2011,TRAILER WORLD 10X6,Silver,12/8/2021,102,Auckland,New Zealand,1695200,343.09
4073,Trailer,623,Trailer,Standard,2011,EUTE 8X4 5,Silver,2/6/2022,109,Wellington,New Zealand,543500,67.52
4074,Trailer,623,Trailer,Standard,2011,ELITE 8X4 T,Silver,3/5/2022,114,Canterbury,New Zealand,655000,14.72
4075,Trailer - Heavy,623,Trailer,Standard,2011,KEA,Silver,11/17/2021,102,Auckland,New Zealand,1695200,343.09
4076,Trailer,623,Trailer,Standard,1976,HOMEMADE,Red,11/25/2021,109,Wellington,New Zealand,543500,67.52
4077,Caravan,519,Caravan,Standard,1970,15FT POPTP,White,1/20/2022,109,Wellington,New Zealand,543500,67.52
4078,Trailer - Heavy,623,Trailer,Standard,2011,ATLAS COPCO XAS97,Yellow,2/4/2022,108,Manawatū-Whanganui,New Zealand,258200,11.62
4079,Trailer,623,Trailer,Standard,2011,PRESCOTT,Silver,11/16/2021,104,Bay of Plenty,New Zealand,347700,28.8
4080,Trailer - Heavy,623,Trailer,Standard,2011,GENERATOR,Grey,3/10/2022,102,Auckland,New Zealand,1695200,343.09
4081,Trailer,514,Briford,Standard,1993,6X4,Blue,3/21/2022,114,Canterbury,New Zealand,655000,14.72
4082,Trailer,623,Trailer,Standard,2011,BRIFORD 6X4,Silver,12/6/2021,114,Canterbury,New Zealand,655000,14.72
4083,Trailer,623,Trailer,Standard,2011,SEDCO,Silver,2/15/2022,104,Bay of Plenty,New Zealand,347700,28.8
4084,Hatchback,550,Honda,Standard,1987,CIVIC 3 DR,White,10/23/2021,111,Nelson,New Zealand,54500,129.15
4085,Hatchback,587,Nissan,Standard,1991,SENTRA,Blue,12/5/2021,104,Bay of Plenty,New Zealand,347700,28.8
4086,Utility,587,Nissan,Standard,1987,NAVARA 4WD,Black,12/26/2021,114,Canterbury,New Zealand,655000,14.72
4087,Saloon,619,Toyota,Standard,1991,COROLLA SED AUT,Green,11/24/2021,115,Otago,New Zealand,246000,7.89
4088,Hatchback,619,Toyota,Standard,2013,AQUA,White,1/11/2022,102,Auckland,New Zealand,1695200,343.09
4089,Utility,619,Toyota,Standard,1992,HILUX D/CAB,White,2/4/2022,109,Wellington,New Zealand,543500,67.52
4090,Light Van,580,Mitsubishi,Standard,1992,L300,Grey,10/26/2021,109,Wellington,New Zealand,543500,67.52
4091,Saloon,576,Mazda,Standard,1991,626 SEDAN GLX,Red,2/18/2022,104,Bay of Plenty,New Zealand,347700,28.8
4092,Hatchback,540,Ford,Standard,1992,LASER GHIA,Grey,1/26/2022,114,Canterbury,New Zealand,655000,14.72
4093,Saloon,580,Mitsubishi,Standard,1992,V3000,Blue,12/15/2021,105,Gisborne,New Zealand,52100,6.21
4094,Utility,540,Ford,Standard,1992,COURIER XL,White,11/20/2021,104,Bay of Plenty,New Zealand,347700,28.8
4095,Light Van,619,Toyota,Standard,1992,HIACE,White,3/2/2022,104,Bay of Plenty,New Zealand,347700,28.8
4096,Light Van,619,Toyota,Standard,1992,HIACE 2.4ZR SR5,Red,3/10/2022,102,Auckland,New Zealand,1695200,343.09
4097,Sports Car,619,Toyota,Standard,1992,COROLLA L/B MAN,Red,3/29/2022,115,Otago,New Zealand,246000,7.89
4098,Saloon,550,Honda,Standard,1992,CIVIC 4DR LX AUTO,Silver,3/21/2022,102,Auckland,New Zealand,1695200,343.09
4099,Mobile Home - Light,619,Toyota,Standard,1983,COASTER,White,1/2/2022,104,Bay of Plenty,New Zealand,347700,28.8
4100,Saloon,550,Honda,Standard,1992,ACCORD LX MAN,Red,2/17/2022,108,Manawatū-Whanganui,New Zealand,258200,11.62
4101,Utility,587,Nissan,Standard,1988,NAVARA,White,11/26/2021,114,Canterbury,New Zealand,655000,14.72
4102,Light Van,619,Toyota,Standard,1992,HIACE 2.4ZL MAN,White,12/12/2021,114,Canterbury,New Zealand,655000,14.72
4103,Hatchback,540,Ford,Standard,1992,FESTIVA 1.3XL 3DR,Blue,3/24/2022,108,Manawatū-Whanganui,New Zealand,258200,11.62
4104,Utility,619,Toyota,Standard,1993,HILUX 2.8 D/C,Red,12/29/2021,107,Taranaki,New Zealand,127300,17.55
4105,Light Van,619,Toyota,Standard,1993,HIACE 2.4ZL H/B,White,3/31/2022,111,Nelson,New Zealand,54500,129.15
4106,Boat Trailer,549,Homebuilt,Standard,1993,HOSKING MULTI,Silver,2/28/2022,102,Auckland,New Zealand,1695200,343.09
4107,Trailer - Heavy,623,Trailer,Standard,2012,OTHER COMMERCIAL TRA,Silver,2/1/2022,104,Bay of Plenty,New Zealand,347700,28.8
4108,Boat Trailer,623,Trailer,Standard,2009,BOAT,Silver,1/31/2022,102,Auckland,New Zealand,1695200,343.09
4109,Trailer - Heavy,623,Trailer,Standard,2011,HELMACK 10X5,Silver,11/11/2021,114,Canterbury,New Zealand,655000,14.72
4110,Trailer,562,Kea,Standard,2011,KC105,Silver,10/16/2021,106,Hawke's Bay,New Zealand,182700,12.92
4111,Trailer,623,Trailer,Standard,2006,MONOWAY,Green,2/8/2022,102,Auckland,New Zealand,1695200,343.09
4112,Boat Trailer,623,Trailer,Standard,2011,HOMEMADE,Silver,12/24/2021,115,Otago,New Zealand,246000,7.89
4113,Trailer,623,Trailer,Standard,2008,HOMEBUILT,Silver,3/17/2022,103,Waikato,New Zealand,513800,21.5
4114,Trailer,623,Trailer,Standard,2011,FOXENG 850,Silver,12/4/2021,106,Hawke's Bay,New Zealand,182700,12.92
4115,Trailer,623,Trailer,Standard,2011,ELITE 7X4 S,Silver,12/7/2021,114,Canterbury,New Zealand,655000,14.72
4116,Trailer,623,Trailer,Standard,2011,HOMEBUILT,Black,3/19/2022,104,Bay of Plenty,New Zealand,347700,28.8
4117,Trailer,623,Trailer,Standard,2011,8X5S,Silver,10/29/2021,114,Canterbury,New Zealand,655000,14.72
4118,Trailer - Heavy,623,Trailer,Standard,2011,HELMACK 8X4,Silver,2/12/2022,114,Canterbury,New Zealand,655000,14.72
4119,Trailer,538,Factory Built,Standard,2011,BRENT SMITH TRAILERS,Silver,12/11/2021,109,Wellington,New Zealand,543500,67.52
4120,Boat Trailer,623,Trailer,Standard,2011,BUCCANER 605X5,Grey,2/10/2022,102,Auckland,New Zealand,1695200,343.09
4121,Trailer,514,Briford,Standard,2011,8X5 TANDEM,Silver,1/5/2022,115,Otago,New Zealand,246000,7.89
4122,Trailer,623,Trailer,Standard,2012,8X5TB,Silver,10/7/2021,114,Canterbury,New Zealand,655000,14.72
4123,Trailer - Heavy,623,Trailer,Standard,2011,MONOWAY,Grey,2/24/2022,105,Gisborne,New Zealand,52100,6.21
4124,Trailer,538,Factory Built,Standard,2011,BRENT SMITH TRAILERS,Silver,3/28/2022,108,Manawatū-Whanganui,New Zealand,258200,11.62
4125,Hatchback,540,Ford,Standard,1993,LASER 1.3XL HATCH,White,3/28/2022,103,Waikato,New Zealand,513800,21.5
4126,Saloon,619,Toyota,Standard,2006,MARKX,White,4/3/2022,103,Waikato,New Zealand,513800,21.5
4127,Saloon,540,Ford,Standard,1993,FAIRMONT GHIA COLAUT,Red,2/27/2022,104,Bay of Plenty,New Zealand,347700,28.8
4128,Utility,540,Ford,Standard,1993,COURIER XL C/CAB,White,12/2/2021,114,Canterbury,New Zealand,655000,14.72
4129,Saloon,540,Ford,Standard,1993,LASER GL,Green,3/5/2022,102,Auckland,New Zealand,1695200,343.09
4130,Utility,580,Mitsubishi,Standard,1993,L200 2.5DSL TBO,Green,3/31/2022,115,Otago,New Zealand,246000,7.89
4131,Saloon,580,Mitsubishi,Standard,1993,LANCER 1.6 GLXI M SE,Blue,12/18/2021,102,Auckland,New Zealand,1695200,343.09
4132,Utility,619,Toyota,Standard,1993,HILUX 2.4 D/C,White,11/13/2021,114,Canterbury,New Zealand,655000,14.72
4133,Saloon,540,Ford,Standard,1993,TELSTAR GHIA,Green,10/14/2021,104,Bay of Plenty,New Zealand,347700,28.8
4134,Stationwagon,507,Audi,Standard,2021,RS4,Black,3/24/2022,103,Waikato,New Zealand,513800,21.5
4135,Saloon,587,Nissan,Standard,1993,BLUEBIRD,Green,11/22/2021,111,Nelson,New Zealand,54500,129.15
4136,Utility,619,Toyota,Standard,1993,HILUX 2.4 SR5,Blue,3/14/2022,109,Wellington,New Zealand,543500,67.52
4137,Utility,587,Nissan,Standard,1989,SAFARI,Black,1/19/2022,115,Otago,New Zealand,246000,7.89
4138,Saloon,580,Mitsubishi,Standard,1993,MAGNA 2.6I GLX M,Blue,11/19/2021,104,Bay of Plenty,New Zealand,347700,28.8
4139,Utility,540,Ford,Standard,1993,COURIER 4X2 CREW,Red,3/28/2022,103,Waikato,New Zealand,513800,21.5
4140,Sports Car,550,Honda,Standard,1993,LEGEND COUPE 3.2,Silver,10/19/2021,102,Auckland,New Zealand,1695200,343.09
4141,Stationwagon,587,Nissan,Standard,1989,SAFARI,Black,11/1/2021,102,Auckland,New Zealand,1695200,343.09
4142,Saloon,550,Honda,Standard,1993,CIVIC 4DR LX AUTO,Red,4/1/2022,103,Waikato,New Zealand,513800,21.5
